47 1538442012 2.785000 0.200000 2.785000 2.785000 1.551245
47 1538442013 2.785000 0.200000 2.785000 2.785000 1.551245
47 1538442014 2.785000 0.200000 2.785000 2.785000 1.551245
47 1538442015 2.785000 0.200000 2.785000 2.785000 1.551245
47 1538442016 2.785000 0.200000 2.785000 2.785000 1.551245
68 1538442027 4.666999 0.200000 4.666999 4.666999 4.356176
68 1538442028 4.666999 0.200000 4.666999 4.666999 4.356176
68 1538442029 4.666999 0.200000 4.666999 4.666999 4.356176
68 1538442030 4.666999 0.200000 4.666999 4.666999 4.356176
68 1538442031 4.666999 0.200000 4.666999 4.666999 4.356176
47 1538442812 1.043000 0.200000 1.043000 1.043000 0.217570
47 1538442813 1.043000 0.200000 1.043000 1.043000 0.217570
47 1538442814 1.043000 0.200000 1.043000 1.043000 0.217570
47 1538442815 1.043000 0.200000 1.043000 1.043000 0.217570
47 1538442816 1.043000 0.200000 1.043000 1.043000 0.217570
68 1538442822 5.673999 0.200000 5.673999 5.673999 6.438853
68 1538442823 5.673999 0.200000 5.673999 5.673999 6.438853
68 1538442824 5.673999 0.200000 5.673999 5.673999 6.438853
68 1538442825 5.673999 0.200000 5.673999 5.673999 6.438853
68 1538442826 5.673999 0.200000 5.673999 5.673999 6.438853
75 1538442892 28.263999 0.200000 28.263999 28.263999 159.770728
75 1538442893 28.263999 0.200000 28.263999 28.263999 159.770728
75 1538442894 28.263999 0.200000 28.263999 28.263999 159.770728
75 1538442895 28.263999 0.200000 28.263999 28.263999 159.770728
75 1538442896 28.263999 0.200000 28.263999 28.263999 159.770728
