Virtual User Script started at: 10/1/2018 3:33:13 PM	[MsgId: MMSG-15967]
Starting action vuser_init.	[MsgId: MMSG-15919]
Web Turbo Replay of LoadRunner 12.55.0 for Windows 2008 R2; build 911 (Jul 24 2017 19:46:00)  	[MsgId: MMSG-26983]
Run mode: HTML  	[MsgId: MMSG-26993]
Replay user agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36  	[MsgId: MMSG-26988]
Run-Time Settings file: "C:\Users\hboyina.ACCELAOPS\AppData\Local\Temp\2\lr5tmpdirzeq.418\lrcfgXk0.419\cfgjy1.495"  	[MsgId: MMSG-27141]
Ending action vuser_init.	[MsgId: MMSG-15918]
Running Vuser...	[MsgId: MMSG-15964]
Starting iteration 1.	[MsgId: MMSG-15968]
Maximum number of concurrent connections per server: 6  	[MsgId: MMSG-26989]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(4): web_set_sockets_option started  	[MsgId: MMSG-26355]
Action.c(4): web_set_sockets_option was successful  	[MsgId: MMSG-26392]
Action.c(6): web_url("dashboard.do") started  	[MsgId: MMSG-26355]
Action.c(6): Redirecting "https://av-pt-ferrari.accela.com/portlets/spa/dashboard.do" (redirection depth is 0)  	[MsgId: MMSG-26694]
Action.c(6): To location "https://av-pt-ferrari.accela.com/ssoAdapter/loginAction.do?successURL=https%3A%2F%2Fav-pt-ferrari.accela.com%2Fportlets%2Fspa%2Fdashboard.do&SignOnModule="  	[MsgId: MMSG-26693]
Action.c(6): web_url("dashboard.do") was successful, 187 body bytes, 1241 header bytes  	[MsgId: MMSG-26386]
Action.c(21): web_reg_save_param_regexp started  	[MsgId: MMSG-26355]
Action.c(21): Registering web_reg_save_param_regexp was successful  	[MsgId: MMSG-26390]
Action.c(36): web_reg_save_param_regexp started  	[MsgId: MMSG-26355]
Action.c(36): Registering web_reg_save_param_regexp was successful  	[MsgId: MMSG-26390]
Action.c(45): web_url("hostSignon.do") started  	[MsgId: MMSG-26355]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/portlets/framework/includes/javascript/ac360.js" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?successUrl=https://av-pt-ferrari.accela.com/portlets/spa/dashboard.do"  	[MsgId: MMSG-26659]
Action.c(45): Found resource "https://use.typekit.net/c/2e9066/1w;proxima-nova,2,b5x:R:i4,b61:R:i7,b5w:R:n4,bBh:R:n7/l?3bb2a6e53c9684ffdc9a9af1195b2a62d69a4fbfbedecc7b6a1ca4a2f465fc6de1e789e0f31638c0f2c06cab515671a39937bdd0377dcc75d96fbefdaf06299c28ca55726044c37fd1" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?successUrl=https://av-pt-ferrari.accela.com/portlets/spa/dashboard.do"  	[MsgId: MMSG-26659]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/security/css/host-signon.css" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?successUrl=https://av-pt-ferrari.accela.com/portlets/spa/dashboard.do"  	[MsgId: MMSG-26659]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/portlets/framework/includes/javascript/memoryLeakPatch.js" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?successUrl=https://av-pt-ferrari.accela.com/portlets/spa/dashboard.do"  	[MsgId: MMSG-26659]
Action.c(45): Detected non-resource "https://www.accela.com/ext/web/aa/header.htm" in "https://av-pt-ferrari.accela.com/security/hostSignon.do?successUrl=https://av-pt-ferrari.accela.com/portlets/spa/dashboard.do"  	[MsgId: MMSG-26574]
Action.c(45): Detected non-resource "https://av-pt-ferrari.accela.com/security/hostSignon.do?hostSignOn=true" in "https://av-pt-ferrari.accela.com/security/hostSignon.do?successUrl=https://av-pt-ferrari.accela.com/portlets/spa/dashboard.do"  	[MsgId: MMSG-26574]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/security/images/spacer.gif" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?successUrl=https://av-pt-ferrari.accela.com/portlets/spa/dashboard.do"  	[MsgId: MMSG-26659]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/security/includes/login.css" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?hostSignOn=true"  	[MsgId: MMSG-26659]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/portlets/framework/includes/javascript/dojo/dojo.js" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?hostSignOn=true"  	[MsgId: MMSG-26659]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/security/javascript/sso.js" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?hostSignOn=true"  	[MsgId: MMSG-26659]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/security/images/accela_logo_v2.jpg" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?hostSignOn=true"  	[MsgId: MMSG-26659]
Action.c(45): Found resource "https://av-pt-ferrari.accela.com/security/images/login-bar.gif" in HTML "https://av-pt-ferrari.accela.com/security/hostSignon.do?hostSignOn=true"  	[MsgId: MMSG-26659]
Action.c(45): Warning -26627: HTTP Status-Code=404 (Not Found) for "https://use.typekit.net/c/2e9066/1w;proxima-nova,2,b5x:R:i4,b61:R:i7,b5w:R:n4,bBh:R:n7/l?3bb2a6e53c9684ffdc9a9af1195b2a62d69a4fbfbedecc7b6a1ca4a2f465fc6de1e789e0f31638c0f2c06cab515671a39937bdd0377dcc75d96fbefdaf06299c28ca55726044c37fd1"  	[MsgId: MWAR-26627]
Action.c(45): Found resource "https://www.accela.com/ext/web/aa/assets/aalogin_header.gif" in HTML "https://www.accela.com/ext/web/aa/header.htm"  	[MsgId: MMSG-26659]
